,Name,Type,Time,Contact,Province,City,Address,Competive,Coach,Scale,Fee,Lon,Lat,Others
278,珠海bubble飞盘,混合/公开,2022.3,小红书：珠海bubble飞盘/俱乐部联系人微信号：Ar1anaMinaj,广东,珠海市,广东省珠海市高新区前岛环路前环文体公园,是,刘万世，北师珠飞盘创立者之一，2014年开始打盘，北师Griffins/广州storm/广州thunder都去过,700人组织/每次活动40+人,40/free,113.601001,22.362564,2
279,深圳 Zen,混合/公开,2016,微信：Shenzhen Zen飞盘分享,广东,深圳市,深圳湾体育中心,是,"Hello! The Shenzhen Zen are Shenzhen's top mixed Ultimate team. We have played together for more than 5 years and recently have won the 2021 Guangzhou Lingnan and 2021 Shenzhen Opens. We are always keen to add new talent to our tournament and practice squads, so if you're a high level player coming to Shenzhen and looking for top level play, talk to James or Gene!",,,113.949998,22.518236,1
280,广州空中飞盘俱乐部,混合/公开,2022.3,小红书：空中飞盘 联系人微信号：zhangyzll,广东,广州市,天河区前进街道东圃上盖公园足球场,否,,300人左右,0-60,113.406056,23.113099,
281,深圳吃饼CLUB,混合/公开,2021.8,小红书：深圳飞盘-吃饼CLUB 微信：15986807997,广东,深圳市,深圳市深圳北站中心公园足球场,否,,1200人,50-80元/人,114.075597,22.546347,
282,盘牛飞盘俱乐部,混合/公开,2021.12,微信号：15019242246,广东,深圳市,深圳湾体育中心内场,是,郭嘉俊：现役深圳Zen 盘龄：15年 郭嘉荣：现役深圳Zen 盘龄：15年,200,80-100,113.949998,22.518236,
283,aslash好动俱乐部,混合/公开,2022.1,小红书:aslash好动俱乐部 官方微信:aslashcs,广东,佛山市,顺德区德胜文化广场足球场,否,,900人,25-35元每人每次活动,113.293475,22.800326,
284,深圳IEG飞盘俱乐部 (腾讯),混合/公开,2022.4,微信号：67998001,广东,深圳市,深圳湾体育中心,否,,200,50,113.949998,22.518236,
285,Shenzhen Ultimate Players Association(S.Z.U.P.A.),混合/公开,2008,Add SZultimate on Wechat,广东,深圳市,"Nanshan, Futian, Shekou",是,Coach James Coach Jeff Coach Rachel Coach Amga Coach Andres Coach Wang Lu Coach Django,,,114.057939,22.543527,
286,新赛道飞盘俱乐部,混合/公开,2020.9,俱乐部联系人微信号: f_123eNg,广东,东莞市,广东省东莞市东城体育公园,是,现在在新赛道飞盘队当主教练，曾经在深圳男子队、深圳乐奥队伍打比赛，盘龄6年。,30-40人，两支队伍，新赛道AB队,50-80,113.775011,23.005655,
287,日落飞盘SUNSET CLUB,混合/公开,2021.12,微信号：SUNSETCLUB1210,广东,深圳市,深圳市福田区海滨生态体育公园,否,,微信群500人,50,114.012473,22.529292,
288,鸽队,混合/公开,2019,微信号：894852800,广东,深圳市,深圳湾体育中心,是,深圳zen几个主力选手,15人,,113.949998,22.518236,
289,乐奥飞盘夜行侠,混合/公开,2017,陈冠廷 Cole：13509637424,广东,深圳市,深圳湾体育场,是,陈冠廷 / 各地 / 8年,2000,80-200,113.949998,22.518236,
290,GTX（Guangzhou Training eXtreme）,混合/公开,2021,小红书：605372633,广东,广州市,广州市海珠区会展公园足球场,否,,1500-2000人,30-50元,113.355037,23.103013,
291,深圳HammerFrisbee,混合/公开,2021.12,小红书：深圳Hammer-Frisbee,广东,深圳市,深圳湾体育场,否,,1200,,113.949998,22.518236,
292,東莞黑虎幫飛盤俱樂部,混合/公开,2021,公眾號：千里行戶外 小紅書：东莞千里行飞盘-宏文,广东,东莞市,東莞南城索伏德足球世界,否,,,,113.75285,23.02485,2
293,HUCK飞盘,混合/公开,2022,小红书：HUCK飞盘,广东,深圳市,深圳湾体育中心,否,,4000,80,113.949998,22.518236,1
294,菠萝盘友PAPS,混合/公开,2022.2,联系人微信：xiongmao_111 小红书：667781978,广东,广州市,地铁21号线，天河智慧城/苏元,是,10年开始玩飞盘，UIC、珠海飞盘队第一批成员，PAPS创办者、飞盘推广者,200,48,113.403184,23.163275,
295,汕头离奇飞盘俱乐部,混合/公开,2019,小红书:PangooFrisbee 微信号:PangooFrisbee,广东,汕头市,柏嘉运动公园足球场,是,袁梓博 盘龄8年 现汕头离奇飞盘俱乐部总教练; 曾任厦门白鹭极限飞盘队队长; 2021温州公开赛冠军;2020厦门沙滩分组赛季军及MVP;2019福建公开赛亚军及MVP,目前约750人,目前日常活动38元／人次，部分特殊活动费用则以当次活动公布为准,116.76164,23.349612,
296,广西科技大学极限飞盘协会,学校队伍,,无,广西,柳州市,广西科技大学,是,,,,109.4365714,24.33619038,无
297,广西科技大学鹿山学院飞盘协会,学校队伍,,无,广西,柳州市,广西科技大学鹿山学院,是,,,,109.5297344,24.36841695,无
298,广西民族大学飞盘协会,学校队伍,,无,广西,南宁市,广西民族大学,是,,,,108.1929971,22.8391017,无
299,螺蛳粉飞盘Lots of Fun Frisbee,混合/公开,2022.1,联系人电话号（微信）：13397728080,广西,柳州市,柳州市体育中心3+1球场,否,,50,无,109.435982,24.344663,
300,好嘢飞盘,混合/公开,2022.1,小红书：好嘢飞盘/微信号：hoooooyeah/俱乐部联系人微信号：liaoshizhu,广西,南宁市,广西壮族自治区南宁市青秀区琅西桂淞足球场,是,小竹：9年 UFO、fling、北京帮、北京大哥、北方、湘北,260,50,108.362891,22.801263,
301,南宁宇宙飞盘Universe,混合/公开,2022.2,小红书：宇宙飞盘Universe 微信号：Ddddarkly,广西,南宁市,广西壮族自治区南宁市青秀区长堽路蛋壳体育公园,否,,1000人,人均25,108.360444,22.837816,
302,南宁 Nice飞盘,混合/公开,2022.3,小红书：南宁Nice飞盘/社群小客服微信号：Nice_Frisbe,广西,南宁市,广西南宁市江南区凌铁大桥福建园球场,否,,,,108.320649,22.796744,
303,麻直飞盘,混合/公开,2022.3,小红书：麻直飞盘 联系人微信号：Janice5327,广西,桂林市,马艺城五人制足球场,否,,,,110.32111,25.269983,
304,麻直飞盘,混合/公开,2022.3,小红书：麻直飞盘 联系人微信号：Janice5327,广西,桂林市,广西师范大学雁山校区,否,,,,110.287984,25.094632,
305,海口北极熊,混合/公开,2014,俱乐部联系人微信号：17889981935,海南,海口市,美兰区万绿园,否,,,,110.313766,20.033727,
306,海口JiBua飞盘俱乐部,混合/公开,2022.3,微信号：HKJiBuaClub,海南,海口市,世纪公园足球场,是,宁波UFO 5年盘龄,700人+,,110.318718,20.042093,
307,海口跃悦飞盘俱乐部,混合/公开,2021,微信号：15808904379,海南,海口市,万绿园,否,,,,110.313766,20.033727,
308,重庆师范大学涉外商贸学院飞盘协会,学校队伍,,微信号：gh_82f25ba0105c,重庆,重庆市,重庆师范大学涉外商贸学院,是,,,,106.0718518,29.85440578,无
309,重庆第二师范学院飞盘协会,学校队伍,,微信号：gh_18a7714dc79f,重庆,重庆市,重庆第二师范学院,是,,,,106.5759801,29.51175371,无
310,重庆 CQUF 飞盘大队,学校队伍,,微信号：chongdafrisbee,重庆,重庆市,重庆大学,是,,,,106.468097,29.5650013,无
311,重庆交通职业学院飞盘协会,学校队伍,,无,重庆,重庆市,重庆交通职业学院,是,,,,106.286268,29.40557,无
312,重庆枫叶Chargers,学校队伍,,队伍队长微信号：w17623004602,重庆,重庆市,重庆枫叶国际学校,是,,,,105.9458418,29.34961891,无
313,西南交通大学极限飞盘协会,学校队伍,,公众号从属学校,四川,成都市,西南交通大学,是,,,,103.984351,30.76726124,无
314,电子科技大学飞盘协会,学校队伍,,公众号从属学校,四川,成都市,电子科技大学,是,,,,104.102134,30.66262471,无
315,四川大学影袭飞盘队,学校队伍,,公众号从属学校,四川,成都市,四川大学,是,,,,104.0715888,30.66572971,无
316,中飞院极限飞盘社,学校队伍,,微信号：ZFYJXFP,四川,德阳市,中国民用航空飞行学院,是,,,,104.3078226,30.95207504,无
317,辣骄飞盘,混合/公开,2022.1,辣骄飞盘/小红书/ 联系人：15196364575,四川,成都市,成都市西村皇家贝里斯足球场,是,Ruby 宁波UFO/ 成都飞盘大 6年盘龄,1000人,50,104.003734,30.67103,
318,辣骄飞盘,混合/公开,2022.1,辣骄飞盘/小红书/ 联系人：15196364575,四川,成都市,成都市中锦驿动足球场,是,Ruby 宁波UFO/ 成都飞盘大 6年盘龄,1000人,50,104.115109,30.621135,
319,辣骄飞盘,混合/公开,2022.1,辣骄飞盘/小红书/ 联系人：15196364575,四川,成都市,成都市凯德广场球场,是,Ruby 宁波UFO/ 成都飞盘大 6年盘龄,1000人,50,104.062914,30.601678,
320,成都麻将飞盘,混合/公开,2021.11,小红书：成都麻将飞盘  负责人微信：tanjie326,四川,成都市,成都市锦江区晨辉足球公园,是,,50人,40-50人,104.114107,30.606809,
321,成都超光速俱乐部,混合/公开,2021.9,微信：smoccd 小红书：超光速smoc成都,四川,成都市,成都双桥子足球公园,否,,,,104.110565,30.641581,
322,成都超光速俱乐部,混合/公开,2021.9,微信：smoccd 小红书：超光速smoc成都,四川,成都市,成都c7城市中心室内足球场,否,,,,104.086864,30.590012,
323,成都飞盘大队Feipanda,混合/公开,2010,公众号:成都飞盘大队/小红书: Feipanda成都飞盘大队/俱乐部联系人微信号: zhaochen9606,四川,成都市,全成都,是,赵宸（飞机） 9年盘龄 飞盘大队出生，大哥长大，到处浪,队伍成员60，俱乐部成员2500,训练20/次，活动68~180不等,104.066301,30.572961,
324,贵阳攒劲飞盘,混合/公开,2016,公众号：攒劲飞盘 / 小红书：贵阳攒劲飞盘 / 联系人微信号：vincent_808,贵州,贵阳市,贵阳市双龙生态体育中心,是,黄添（合体），之前在武汉CUG，盘龄10年,常规训练20～30人左右,0,106.771738,26.531685,
325,大理大学飞盘协会,学校队伍,,公众号从属学生会,云南,大理市,大理大学,是,,,,100.1542053,25.67335905,无
326,山人飞盘,混合/公开,2014,公众号：山人飞盘 KM Ultimate / 小红书： 山人飞盘 KM Ultimate,云南,昆明市,昆船体育馆 / 昆明市官渡区昆船工业区南门,是,教练1： 韦标      武汉CUG  盘龄  8年教练2: Michael   美国        盘龄  15年教练3:  paul      昆明山人   盘龄  14年,主力队员20人 ，新人持续招募中,40元 / 人次 / 每周六下午 13-16点,102.799634,24.992553,
327,飞盘园游会,混合/公开,2021.8,公众号：飞盘园游会 /小红书：飞盘园游会俱乐部联系人微信号YjayChow,云南,昆明市,云南省昆明市西山区春雨937云南省昆明市西山区小矮人足球场,是,周周-盘龄4年月亮-盘龄3年阿肖-盘龄3年,微信群460,pick-up 50/人,102.684178,25.031949,
328,飞盘园游会,混合/公开,2021.8,公众号：飞盘园游会 /小红书：飞盘园游会俱乐部联系人微信号YjayChow,云南,昆明市,云南省昆明市西山区红塔训练基地云南省昆明市西山区春雨937云南省昆明市西山区小矮人足球场,是,周周-盘龄4年月亮-盘龄3年阿肖-盘龄3年,微信群460,pick-up 50/人,102.6307384,24.971866,
329,昆明超星系飞盘俱乐部,混合/公开,2021.9,小红书：超星系飞盘俱乐部 微信号：HHCCeline,云南,昆明市,维予体育足球场,是,以前在上海之翼 沪蛙联赛 复旦飞盘社 黑猫飞盘 打过 09年通过刘伟接触飞盘 12年参加训练 打比赛 至今,社群有1700人,45,102.738939,24.988072,
330,昆明超星系飞盘俱乐部,混合/公开,2021.9,小红书：超星系飞盘俱乐部 微信号：HHCCeline,云南,昆明市,科化星空足球场,是,以前在上海之翼 沪蛙联赛 复旦飞盘社 黑猫飞盘 打过 09年通过刘伟接触飞盘 12年参加训练 打比赛 至今,社群有1700人,45,102.661926,25.122008,
331,昆明超星系飞盘俱乐部,混合/公开,2021.9,小红书：超星系飞盘俱乐部 微信号：HHCCeline,云南,昆明市,跃马足球场,是,以前在上海之翼 沪蛙联赛 复旦飞盘社 黑猫飞盘 打过 09年通过刘伟接触飞盘 12年参加训练 打比赛 至今,社群有1700人,45,102.694224,25.081016,
332,西藏农牧学院飞盘协会,学校队伍,,联系人：洪思征老师 | 微信号：wxid_b6gffylafqzt11,西藏,林芝市,西藏农牧学院,是,,,,94.34056698,29.6692409,无
333,西安外事学院 pioneer 飞盘社,学校队伍,,公众号从属学校,陕西,西安市,西安外事学院,是,,,,108.8637328,34.23209026,无
334,西安欧亚学院极限飞盘协会,学校队伍,,公众号从属学校,陕西,西安市,西安欧亚学院,是,,,,108.9173268,34.17826443,无
335,西京学院极限飞盘协会,学校队伍,,公众号从属学校,陕西,西安市,西京学院,是,,,,108.9244297,34.13447509,无
336,西安文理学院极限飞盘协会,学校队伍,,微信号：gh_cb7b73ae05a0,陕西,西安市,西安文理学院,是,,,,108.9014576,34.21735758,无
337,西安石油大学羊蝎子飞盘队,学校队伍,,公众号归属学校,陕西,西安市,西安石油大学,是,,,,108.9253707,34.20050184,无
338,西安体育大学极限飞盘协会,学校队伍,,微信号：XT-Ultimate,陕西,西安市,西安体育大学,是,,,,108.9388103,34.23642386,无
339,西安交通大学极限飞盘协会,学校队伍,,微信号: XJTU_Frisbee,陕西,西安市,西安交通大学,是,,,,108.9832638,34.25286041,无
340,陕西科技大学镐京学院极限飞盘协会,学校队伍,,公众号归属学校,陕西,西安市,陕西科技大学镐京学院,是,,,,108.7200536,34.3048353,无
341,西北政法大学极限飞盘协会,学校队伍,,公众号归属学校,陕西,西安市,西北政法大学,是,,,,108.9112808,34.15595895,无
342,西安翻译学院极限飞盘协会,学校队伍,,公众号归属学校,陕西,西安市,西安翻译学院,是,,,,109.0141006,34.0222609,无
343,西安电子科技大学 UXDC 飞盘社,学校队伍,,无,陕西,西安市,西安电子科技大学,是,,,,108.8403988,34.12479925,无
344,西藏民族大学极限飞盘协会,学校队伍,,公众号从属学校,陕西,咸阳市,西藏民族大学,是,,,,108.7280454,34.35108854,无
345,秦岭脚下极限飞盘俱乐部,混合/公开,2021,俱乐部联系人微信号HHZ426987464,陕西,宝鸡市,团结运动公园,否,,20人,无,107.217013,34.356877,
346,西安肉夹馍,混合/公开,2012,公众号：西安极限飞盘/小红书：西安肉夹馍极限飞盘俱乐部/俱乐部联系人微信号：wenzi40000,陕西,西安市,西安交通大学足球场,是,教练代表国家参加过2019年AOUGC,,,108.985221,34.242904,
347,宝鸡0917极限飞盘,混合/公开,2022.4,微信号：sknewbtt 小红书 宝鸡0917极限飞盘,陕西,宝鸡市,宝鸡渭河生态公园足球场（蟠龙桥下）,是,西安肉夹馍飞盘队，盘龄7年,50,,109.50926,34.53246,
348,兰州大学 LZU 飞盘队,学校队伍,,无,甘肃,兰州市,兰州大学,是,,,,103.8584314,36.04892491,无
349,兰州工业学院飞盘运动协会,学校队伍,,无,甘肃,兰州市,兰州工业学院,是,,,,103.746587,36.052472,无
350,兰州小行星俱乐部,混合/公开,2022.1,俱乐部联系人微信号：inan-mede,甘肃,兰州市,碧桂园体育场,否,,40人,无,118.0665556,36.106285,
351,银川科技逸达飞盘队,学校队伍,,公众号：逸达飞盘,宁夏,银川市,宁夏银川市银川科技学院,是,,,,106.1527086,38.51280809,无
352,宁大飞盘队,学校队伍,,联系人微信号：mzqthu,宁夏,银川市,宁夏大学,是,,,,106.143847,38.502781,无
353,宁夏飞盘帮,混合/公开,2022.3,小红书：飞盘帮。公众号：飞盘帮。微信号：mzqthu或者fuji6kuai,宁夏,银川市,宁夏银川金凤区森林公园,是,马自强 曾在北京飞盘。刘治华，银川科技学院体育教师,,100,106.206688,38.480589,
354,伊犁师范学院极限飞盘协会,学校队伍,,公众号从属学校,新疆,伊犁哈萨克自治州市,伊犁师范学院,是,,,,84.87908583,44.42661858,无
355,新疆飞盘队,混合/公开,2014.6,微信号：b_990706,新疆,乌鲁木齐市新市,新疆乌鲁木齐市新市区新医路新疆医科大学,是,小然 新疆昭苏县天马飞盘队 8年,15,,87.579571,43.836944,
356,新疆昭苏县天马飞盘队,混合/公开,2012,微信号：xiateke8798,新疆,伊犁州,新疆伊犁州昭苏县体育场,是,夏提克,15,,81.134382,43.151804,
357,哈萨克斯坦almaty飞盘运动协会,混合/公开,2017.1,公众号：哈萨克斯坦UFU极限飞盘 协会会长微信号：baurjan-,海外,海外,哈萨克斯坦阿拉木图市阿里-法拉比大学足球场,是,2013开始玩飞盘，2021年开始在阿联酋迪拜加入飞盘队，目前在迪拜飞盘队训练,前后100多人,场地大学赞助，出赛有赞助商，所以我们目前没有出过更多的费用，,76.92627056,43.22928269,
358,狮城飞盘LionFly,混合/公开,2022.2,联系人：吉尔伯特 陈小红书：狮城飞盘 吉尔伯特 陈微信：Holtville,海外,海外,新加坡国立大学Utown草坪，西海岸公园沙滩排球场,是,荆轲，成都飞盘大队，4.5年,活跃20人（2022年2月数据）,无，免费教学（2022年2月数据）,103.772825,1.306362834,
359,桃罐头,混合/公开,2019.5,俱乐部联系人微信号：Moe00Mo,海外,海外,,是,,30人左右,无,-98.55738262,38.93608237,
360,伦敦飞盘,混合/公开,2022,（暂时）微信号：miao_42,海外,海外,摄政公园,是,伦敦各个大学校队成员,活跃 30 人所有,无，免费教学,-0.148424601,51.5306345,
361,3302Girls,女子队伍,2022.4,微信号：15110279862,浙江,宁波市,宁波江北洛克运动公园（槐树路店）,是,刘若歌，UFO，盘龄5年,常活跃人数：40-50，群聊100人,80/次,121.549501,29.887224,
362,翼黑鴁飞盘社,混合/公开,2022.1,小红书：Appi·大师兄⁶⁶⁶ / 俱乐部联系人微信号：Appi3210,广西,南宁市,南宁市柳沙体育公园五人制足球场,否,,1000,26,108.392705,22.762403,
362,翼黑鴁飞盘社,混合/公开,2022.1,小红书：Appi·大师兄⁶⁶⁶ / 俱乐部联系人微信号：Appi3211,广西,南宁市,广西体育中心足球训练场,,,1000,26,108.391482,22.761768,
363,山东青年政治学院飞盘队,学校队伍,2021.5,小红书：1435444625 俱乐部联系人微信号：15666062521,山东,济南市,山青围子山体育公园足球场,是,刘珂瑜：14届金犀牛飞盘赛 飞盘城市联赛济南站山青队 山东省全民健身运动会山青队等 盘龄：1.5年,25,自费,117.245677,36.682794,
364,青岛Goldenpnitch飞盘俱乐部,混合/公开,2021.8,青岛极限飞盘/小红书：青岛GoldenSnitch飞盘社/联系人微信号：gongxifacai9789,山东,青岛市,青岛市崂山区上实中心球场,是,浩远教练，盘龄八年，现大学体院副教授,3050会员,50元,120.46539,36.096229,
365,济南 spring club,混合/公开,2021.12,小红书：济南 spring club 公众号：济南极限飞盘spring ultimate club,山东,济南市,山东政法学院足球场,是,11 大艺凤凰 盘领 6年 咕咕 大艺凤凰 盘领5年 金子 河北医科大学医路飞 盘领2年 leo 成都 盘领10年,1000人,目前50,116.249639,40.223891,
366,济南 spring club,混合/公开,2021.12,小红书：济南 spring club 公众号：济南极限飞盘spring ultimate club,山东,济南市,济南历姚足球俱乐部,是,11 大艺凤凰 盘领 6年 咕咕 大艺凤凰 盘领5年 金子 河北医科大学医路飞 盘领2年 leo 成都 盘领10年,1000人,目前50,117.067231,36.630379,
367,济南 spring club,混合/公开,2021.12,小红书：济南 spring club 公众号：济南极限飞盘spring ultimate club,山东,济南市,jiji,是,11 大艺凤凰 盘领 6年 咕咕 大艺凤凰 盘领5年 金子 河北医科大学医路飞 盘领2年 leo 成都 盘领10年,1000人,目前50,117.129824,36.657706,
368,成都大学Forange飞盘协会,学校队伍,,无,四川,成都市,成都大学,是,,,,104.18652,30.651696,
369,常州 up&up,混合/公开,2022.5,小红书（常州飞盘），微信（13912334840）,江苏,常州市,运河路为华青训足球场,是,辉叔，打过的队伍太多记不清了，盘龄10年,100人,30元,119.978819,31.852598,
370,常州 up&up,混合/公开,2022.5,小红书（常州飞盘），微信（13912334840）,江苏,常州市,新北洛克公园足球场,是,辉叔，打过的队伍太多记不清了，盘龄10年,100人,30元,119.951693,31.822253,,,
371,常州 up&up,混合/公开,2022.5,小红书（常州飞盘），微信（13912334840）,江苏,常州市,新北三江口足球场,是,辉叔，打过的队伍太多记不清了，盘龄10年,100人,30元,119.969702,31.848237,,,
372,北京闪动极限飞盘俱乐部,混合/公开,2022.3,小红书闪动体育官方号 微信小程序闪动体育 俱乐部联系人rc20092012,北京,北京市,奥森北园足球场,否,,1000人,99/人/次,116.407997,40.030976,,,
373,北京闪动极限飞盘俱乐部,混合/公开,2022.3,小红书闪动体育官方号 微信小程序闪动体育 俱乐部联系人rc20092012,北京,北京市,望京体育园,否,,1000人,99/人/次,116.468202,40.002107,,,
374,安徽奇盘社,混合/公开,2021.10,小红书：641510256，微信号：love_bracy,安徽,合肥市,安徽李宁体育公园,否,CC，安徽工程大学队长兼教练，盘龄有7年,社团人数900人，队伍去20人（未参加过大型比赛）,50元,117.263232,31.754579,,,
375,安徽奇盘社,混合/公开,2021.10,小红书：641510256，微信号：love_bracy,安徽,合肥市,安徽星际足球运动学校,否,CC，安徽工程大学队长兼教练，盘龄有7年,社团人数900人，队伍去20人（未参加过大型比赛）,50元,117.241192,31.854675,,,
376,PLAYER WORLD,混合/公开,2022.1,小红书: PLAYER社群 主理人wx：O-UUUU,上海,上海市,上海黄埔区外马路1353号乐动足球场,是,Pan,3000,80-120,121.501499,31.205116,,,
377,PLAYER WORLD,混合/公开,2022.1,小红书: PLAYER社群 主理人wx：O-UUUU,上海,上海市,上海静安区汶水路静安体育中心,是,Pan,3000,80-120,121.453255,31.291619,,,
378,SAS“演技派”,混合/公开,2022.3,小红书：FICO.CallMe老冯 / 俱乐部联系人微信号fengzhu,湖北,武汉市,光谷beta能量中心,否,,100,公益组织，无费用，场地公摊,114.425132,30.481889,,,
379,DayBreak Club/DayBreak Team,混合/公开,2019,抖音号：123123upup/俱乐部联系人微信：15807100600,山东,青岛市,黄岛区中联运动足球场,是,粥粥：15年接触飞盘，多次参加北京、深圳Hat赛。 豆豆：18年接触飞盘。20年参加青岛大扇贝参加北京Open赛，21年组织自己队伍DayBreak参加天津Open赛。,目标200余人,50-100,120.351441,36.073017,,,
380,柳州工学院飞盘队,学校队伍,,无,广西,柳州市,柳州工学院,是,,,,109.530962,24.367175,无
381,南宁好嘢飞盘,混合/公开,2022.1,小红书：好嘢飞盘/微信号：hoooooyeah/俱乐部联系人微信号：liaoshizhu,广西,南宁市,广西壮族自治区南宁市青秀区琅西桂淞足球场,是,小竹：9年 UFO、fling、北京帮、北京大哥、北方、湘北,2000,50,108.362891,22.801263,
382,广州南方学院飞盘队,学校队伍,,无,广东,广州市,广州南方学院,是,,,,113.330725,23.188446,
383,天津大学TJUUA天天飞盘协会,学校队伍,2021.10,小红书：天大飞盘 联系人（SeveN）：18950235370,天津,天津市,天津市南开区卫津路92号天津大学（卫津路校区）,是,,,,117.170443,39.110201,
